company,rank,rank_change,revenue,profit,num of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Walmart,1,0.0,572754.0,13673.0,2300000.0,Retailing,Bentonville,AR,no,no,no,yes,1.0,C. Douglas McMillon,https://www.stock.walmart.com,WMT,352037
Amazon,2,0.0,469822.0,33364.0,1608000.0,Retailing,Seattle,WA,no,no,no,yes,2.0,Andrew R. Jassy,www.amazon.com,AMZN,1202717
Apple,3,0.0,365817.0,94680.0,154000.0,Technology,Cupertino,CA,no,no,no,yes,3.0,Timothy D. Cook,www.apple.com,AAPL,2443962
CVS Health,4,0.0,292111.0,7910.0,258000.0,Health Care,Woonsocket,RI,no,no,yes,yes,4.0,Karen Lynch,https://www.cvshealth.com,CVS,125204
UnitedHealth Group,5,0.0,287597.0,17285.0,350000.0,Health Care,Minnetonka,MN,no,no,no,yes,5.0,Andrew P. Witty,www.unitedhealthgroup.com,UNH,500468
Exxon Mobil,6,4.0,285640.0,23040.0,63000.0,Energy,Irving,TX,no,no,no,yes,10.0,Darren W. Woods,www.exxonmobil.com,XOM,371841
Berkshire Hathaway,7,-1.0,276094.0,89795.0,372000.0,Financials,Omaha,NE,no,no,no,yes,6.0,Warren E. Buffett,www.berkshirehathaway.com,BRKA,625468
Alphabet,8,1.0,257637.0,76033.0,156500.0,Technology,Mountain View,CA,no,no,no,yes,9.0,Sundar Pichai,https://www.abc.xyz,GOOGL,1309359
McKesson,9,-2.0,238228.0,-4539.0,67500.0,Health Care,Irving,TX,no,no,no,no,7.0,Brian S. Tyler,www.mckesson.com,MCK,47377
AmerisourceBergen,10,-2.0,213988.8,1539.9,40000.0,Health Care,Conshohocken,PA,no,no,no,yes,8.0,Steven H. Collis,www.amerisourcebergen.com,ABC,29972
Costco Wholesale,11,1.0,195929.0,5007.0,288000.0,Retailing,Issaquah,WA,no,no,no,yes,12.0,W. Craig Jelinek,www.costco.com,COST,230443
Cigna,12,1.0,174078.0,5365.0,72963.0,Health Care,Bloomfield,CT,no,no,no,yes,13.0,David Cordani,https://www.cigna.com,CI,88459
AT&T,13,-2.0,168864.0,20081.0,202600.0,Telecommunications,Dallas,TX,no,no,no,yes,11.0,John T. Stankey,www.att.com,T,148907
Microsoft,14,1.0,168088.0,61271.0,181000.0,Technology,Redmond,WA,no,no,no,yes,15.0,Satya Nadella,www.microsoft.com,MSFT,1941033
Cardinal Health,15,-1.0,162467.0,611.0,46827.0,Health Care,Dublin,OH,no,no,no,yes,14.0,Jason Hollar,www.cardinalhealth.com,CAH,15169
Chevron,16,11.0,162465.0,15625.0,42595.0,Energy,San Ramon,CA,no,no,no,yes,27.0,Michael K. Wirth,www.chevron.com,CVX,284132
Home Depot,17,1.0,151157.0,16433.0,490600.0,Retailing,Atlanta,GA,no,no,no,yes,18.0,Edward P. Decker,www.homedepot.com,HD,308152
Walgreens Boots Alliance,18,-2.0,148579.0,2542.0,258500.0,Food & Drug Stores,Deerfield,IL,no,no,yes,yes,16.0,Roz Brewer,www.walgreensbootsalliance.com,WBA,33360
Marathon Petroleum,19,13.0,141032.0,9738.0,17700.0,Energy,Findlay,OH,no,no,no,yes,32.0,Michael J. Hennigan,www.marathonpetroleum.com,MPC,47526
Elevance Health,20,3.0,138639.0,6104.0,98200.0,Health Care,Indianapolis,IN,no,no,yes,yes,23.0,Gail K. Boudreaux,www.elevancehealth.com,ELV,119923
Kroger,21,-4.0,137888.0,1655.0,420000.0,Food & Drug Stores,Cincinnati,OH,no,no,no,yes,17.0,W. Rodney McMullen,www.thekrogerco.com,KR,33846
Ford Motor,22,-1.0,136341.0,17937.0,183000.0,Motor Vehicles & Parts,Dearborn,MI,no,no,no,yes,21.0,James D. Farley Jr.,www.ford.com,F,50609
Verizon Communications,23,-3.0,133613.0,22065.0,118400.0,Telecommunications,New York,NY,no,no,no,yes,20.0,Hans E. Vestberg,www.verizon.com,VZ,211872
JPMorgan Chase,24,-5.0,127202.0,48334.0,271025.0,Financials,New York,NY,no,no,no,yes,19.0,James Dimon,www.jpmorganchase.com,JPM,336469
General Motors,25,-3.0,127004.0,10019.0,157000.0,Motor Vehicles & Parts,Detroit,MI,no,no,yes,yes,22.0,Mary T. Barra,www.gm.com,GM,50156
Centene,26,-2.0,125982.0,1347.0,72500.0,Health Care,St. Louis,MO,no,no,yes,yes,24.0,Sarah M. London,www.centene.com,CNC,53429
Meta Platforms,27,7.0,117929.0,39370.0,71970.0,Technology,Menlo Park,CA,no,yes,no,yes,34.0,Mark Zuckerberg,https://investor.fb.com,META,475718
Comcast,28,-2.0,116385.0,14159.0,189000.0,Telecommunications,Philadelphia,PA,no,no,no,yes,26.0,Brian L. Roberts,www.comcastcorporation.com,CMCSA,185069
Phillips 66,29,19.0,114852.0,1317.0,14000.0,Energy,Houston,TX,no,no,no,yes,48.0,Mark E. Lashier,www.phillips66.com,PSX,41091
Valero Energy,30,23.0,108332.0,930.0,9804.0,Energy,San Antonio,TX,no,no,no,yes,53.0,Joseph W. Gorder,www.valero.com,VLO,44376
Dell Technologies,31,-3.0,106995.0,5563.0,133000.0,Technology,Round Rock,TX,no,yes,no,yes,28.0,Michael S. Dell,www.delltechnologies.com,DELL,32568
Target,32,-2.0,106005.0,6946.0,450000.0,Retailing,Minneapolis,MN,no,no,no,yes,30.0,Brian C. Cornell,www.target.com,TGT,71112
Fannie Mae,33,-8.0,101543.0,22176.0,7400.0,Financials,Washington,DC,no,no,no,yes,25.0,David C. Benson,www.fanniemae.com,FNMA,3961
United Parcel Service,34,1.0,97287.0,12890.0,400945.0,Transportation,Atlanta,GA,no,no,yes,yes,35.0,Carol B. Tomé,www.ups.com,UPS,162355
Lowe's,35,-4.0,96250.0,8442.0,270000.0,Retailing,Mooresville,NC,no,no,no,yes,31.0,Marvin R. Ellison,www.lowes.com,LOW,120655
Bank of America,36,-7.0,93851.0,31978.0,208248.0,Financials,Charlotte,NC,no,no,no,yes,29.0,Brian T. Moynihan,www.bankofamerica.com,BAC,268697
Johnson & Johnson,37,-1.0,93775.0,20878.0,141700.0,Health Care,New Brunswick,NJ,no,no,no,yes,36.0,Joaquin Duato,www.jnj.com,JNJ,451785
Archer Daniels Midland,38,13.0,85249.0,2709.0,39979.0,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,51.0,Juan R. Luciano,www.adm.com,ADM,41545
FedEx,39,6.0,83959.0,5231.0,484000.0,Transportation,Memphis,TN,no,yes,no,yes,45.0,Rajesh Subramaniam,www.fedex.com,FDX,58577
Humana,40,1.0,83064.0,2933.0,95500.0,Health Care,Louisville,KY,no,no,no,yes,41.0,Bruce D. Broussard,www.humana.com,HUM,62653
Wells Fargo,41,-4.0,82407.0,21548.0,247848.0,Financials,San Francisco,CA,no,no,no,yes,37.0,Charles W. Scharf,www.wellsfargo.com,WFC,162606
State Farm Insurance,42,-3.0,82224.7,1280.9,53586.0,Financials,Bloomington,IL,no,no,no,yes,39.0,Michael L. Tipsord,www.statefarm.com,,
Pfizer,43,34.0,81288.0,21979.0,79000.0,Health Care,New York,NY,no,no,no,yes,77.0,Albert Bourla,www.pfizer.com,PFE,288232
Citigroup,44,-11.0,79865.0,21952.0,221768.0,Financials,New York,NY,no,no,yes,yes,33.0,Jane Fraser,www.citigroup.com,C,100976
PepsiCo,45,-1.0,79474.0,7618.0,309000.0,"Food, Beverages & Tobacco",Purchase,NY,no,no,no,yes,44.0,Ramon L. Laguarta,www.pepsico.com,PEP,234697
Intel,46,-6.0,79024.0,19868.0,121100.0,Technology,Santa Clara,CA,no,no,no,yes,40.0,Patrick P. Gelsinger,www.intel.com,INTC,164460
Procter & Gamble,47,-4.0,76118.0,14306.0,101000.0,Household Products,Cincinnati,OH,no,no,no,yes,43.0,Jon R. Moeller,www.pg.com,PG,345595
General Electric,48,-10.0,74196.0,-6520.0,168000.0,Industrials,Boston,MA,no,no,no,no,38.0,H. Lawrence Culp Jr.,www.ge.com,GE,73458
IBM,49,-7.0,72344.0,5743.0,297800.0,Technology,Armonk,NY,no,no,no,yes,42.0,Arvind Krishna,https://www.ibm.com,IBM,107307
MetLife,50,-4.0,71080.0,6554.0,43000.0,Financials,New York,NY,no,no,no,yes,46.0,Michel A. Khalaf,www.metlife.com,MET,49443
Prudential Financial,51,4.0,70934.0,7724.0,40916.0,Financials,Newark,NJ,no,no,no,yes,55.0,Charles F. Lowrey,www.prudential.com,PRU,35689
Albertsons,52,0.0,69690.4,850.2,300000.0,Food & Drug Stores,Boise,ID,no,no,no,yes,52.0,Vivek Sankaran,www.albertsonscompanies.com,ACI,14087
Walt Disney,53,-3.0,67418.0,1995.0,171000.0,Media,Burbank,CA,no,no,no,yes,50.0,Robert A. Chapek,www.thewaltdisneycompany.com,DIS,181438
Energy Transfer,54,27.0,67417.0,5470.0,12558.0,Energy,Dallas,TX,no,no,no,yes,81.0,Thomas E. Long/Marshall S. McCrea III,www.energytransfer.com,ET,32182
Lockheed Martin,55,-6.0,67044.0,6315.0,114000.0,Aerospace & Defense,Bethesda,MD,no,no,no,yes,49.0,James D. Taiclet Jr.,www.lockheedmartin.com,LMT,103510
Freddie Mac,56,-9.0,65898.0,12109.0,7301.0,Financials,McLean,VA,no,no,no,yes,47.0,Michael J. DeVito,www.freddiemac.com,FMCC,2055
Goldman Sachs Group,57,2.0,64989.0,21635.0,43900.0,Financials,New York,NY,no,no,no,yes,59.0,David M. Solomon,www.goldmansachs.com,GS,113877
Raytheon Technologies,58,-1.0,64388.0,3864.0,174000.0,Aerospace & Defense,Waltham,MA,no,no,no,yes,57.0,Gregory J. Hayes,www.rtx.com,RTX,139531
HP,59,-3.0,63487.0,6503.0,51000.0,Technology,Palo Alto,CA,no,no,no,yes,56.0,Enrique J. Lores,www.hp.com,HPQ,33951
Boeing,60,-6.0,62286.0,-4202.0,142000.0,Aerospace & Defense,Chicago,IL,no,no,no,no,54.0,David L. Calhoun,www.boeing.com,BA,92372
Morgan Stanley,61,0.0,61121.0,15034.0,74814.0,Financials,New York,NY,no,no,no,yes,61.0,James P. Gorman,www.morganstanley.com,MS,142829
HCA Healthcare,62,0.0,58752.0,6956.0,244000.0,Health Care,Nashville,TN,no,no,no,yes,62.0,Samuel N. Hazen,www.hcahealthcare.com,HCA,52649
AbbVie,63,5.0,56197.0,11542.0,50000.0,Health Care,North Chicago,IL,no,no,no,yes,68.0,Richard A. Gonzalez,www.abbvie.com,ABBV,264607
Dow,64,18.0,54968.0,6311.0,35700.0,Chemicals,Midland,MI,no,no,no,yes,82.0,James R. Fitterling,www.dow.com,DOW,38189
Tesla,65,35.0,53823.0,5519.0,99290.0,Motor Vehicles & Parts,Austin,TX,no,yes,no,yes,100.0,Elon Musk,www.tesla.com,TSLA,763395
Allstate,66,4.0,53228.0,1599.0,54500.0,Financials,Northbrook,IL,no,no,no,yes,70.0,Thomas J. Wilson,www.allstate.com,ALL,33721
American International Group,67,5.0,52057.0,9388.0,36600.0,Financials,New York,NY,no,no,no,yes,72.0,Peter S. Zaffino,www.aig.com,AIG,40988
Best Buy,68,-2.0,51761.0,2454.0,81375.0,Retailing,Richfield,MN,no,no,yes,yes,66.0,Corie S. Barry,www.investors.bestbuy.com,BBY,17106
Charter Communications,69,-5.0,51682.0,4654.0,93700.0,Telecommunications,Stamford,CT,no,no,no,yes,64.0,Thomas M. Rutledge,www.charter.com,CHTR,89514
Sysco,70,-10.0,51297.8,524.2,57710.0,Wholesalers,Houston,TX,no,no,no,yes,60.0,Kevin P. Hourican,www.sysco.com,SYY,44508
Merck,71,-6.0,51216.0,13049.0,67500.0,Health Care,Kenilworth,NJ,no,no,no,yes,65.0,Robert Davis,https://www.merck.com,MRK,218166
New York Life Insurance,72,-5.0,51198.5,277.1,14344.0,Financials,New York,NY,no,no,no,yes,67.0,Craig DeSanto,www.newyorklife.com,,-
Caterpillar,73,5.0,50971.0,6489.0,107700.0,Industrials,Deerfield,IL,no,no,no,yes,78.0,D. James Umpleby III,www.caterpillar.com,CAT,95735
Cisco Systems,74,-11.0,49818.0,10591.0,79500.0,Technology,San Jose,CA,no,no,no,yes,63.0,Charles H. Robbins,www.cisco.com,CSCO,182327
TJX,75,22.0,48550.0,3282.8,340000.0,Retailing,Framingham,MA,no,no,no,yes,97.0,Ernie L. Herrman,www.tjx.com,TJX,73403
Publix Super Markets,76,-7.0,48393.9,4412.2,232000.0,Food & Drug Stores,Lakeland,FL,no,no,no,yes,69.0,Randall T. Jones Sr.,www.publix.com,,-
ConocoPhillips,77,79.0,48349.0,8079.0,9900.0,Energy,Houston,TX,no,no,no,yes,156.0,Ryan M. Lance,www.conocophillips.com,COP,114444
Liberty Mutual Insurance Group,78,-7.0,48200.0,3068.0,45000.0,Financials,Boston,MA,no,no,no,yes,71.0,David H. Long,www.libertymutual.com,,
Progressive,79,-5.0,47702.0,3350.9,49077.0,Financials,Mayfield Village,OH,no,no,yes,yes,74.0,Susan Patricia Griffith,www.progressive.com,PGR,65485
Nationwide,80,-4.0,47376.0,1617.2,24134.0,Financials,Columbus,OH,no,no,no,yes,76.0,Kirt A. Walker,www.nationwide.com,,
Tyson Foods,81,-8.0,47049.0,3047.0,137000.0,"Food, Beverages & Tobacco",Springdale,AR,no,no,no,yes,73.0,Donnie D. King,www.tysonfoods.com,TSN,30189
Bristol-Myers Squibb,82,-7.0,46385.0,6994.0,32200.0,Health Care,New York,NY,no,no,no,yes,75.0,Giovanni Caforio,www.bms.com,BMY,155720
Nike,83,2.0,44538.0,5727.0,73300.0,Apparel,Beaverton,OR,no,no,no,yes,85.0,John J. Donahoe II,www.nike.com,NKE,171840
Deere,84,4.0,44024.0,5963.0,75550.0,Industrials,Moline,IL,no,no,no,yes,88.0,John C. May,www.deere.com,DE,95233
American Express,85,-2.0,43663.0,8060.0,64000.0,Financials,New York,NY,no,no,no,yes,83.0,Stephen J. Squeri,www.americanexpress.com,AXP,111287
Abbott Laboratories,86,3.0,43075.0,7071.0,113000.0,Health Care,Abbott Park,IL,no,no,no,yes,89.0,Robert B. Ford,www.abbott.com,ABT,192481
StoneX Group,87,-29.0,42534.2,116.3,3242.0,Financials,New York,NY,no,no,no,yes,58.0,Sean M. O&#039;Connor,www.stonex.com,SNEX,1699
Plains GP Holdings,88,39.0,42078.0,60.0,4100.0,Energy,Houston,TX,no,no,no,yes,127.0,Wilfred C.W. Chiang,www.plains.com,PAGP,2131
Enterprise Products Partners,89,16.0,40806.9,4637.7,6911.0,Energy,Houston,TX,no,no,no,yes,105.0,A. James Teague/W. Randall Fowler,www.enterpriseproducts.com,EPD,55122
TIAA,90,-11.0,40526.4,4060.7,15065.0,Financials,New York,NY,no,no,yes,yes,79.0,Thasunda Brown Duckett,www.tiaa.org,,-
Oracle,91,-11.0,40479.0,13746.0,132000.0,Technology,Austin,TX,no,no,yes,yes,80.0,Safra A. Catz,www.oracle.com,ORCL,192514
Thermo Fisher Scientific,92,3.0,39211.0,7725.0,129000.0,Technology,Waltham,MA,no,no,no,yes,95.0,Marc Casper,https://www.thermofisher.com,TMO,202645
Coca-Cola,93,0.0,38655.0,9771.0,79000.0,"Food, Beverages & Tobacco",Atlanta,GA,no,no,no,yes,93.0,James R. Quincey,www.coca-colacompany.com,KO,271069
General Dynamics,94,-10.0,38469.0,3257.0,103100.0,Aerospace & Defense,Reston,VA,no,no,yes,yes,84.0,Phebe N. Novakovic,www.gd.com,GD,59618
CHS,95,8.0,38448.0,554.0,9941.0,"Food, Beverages & Tobacco",Inver Grove Heights,MN,no,no,no,yes,103.0,Jay D. Debertin,www.chsinc.com,,
USAA,96,-9.0,37469.6,3300.0,37335.0,Financials,San Antonio,TX,no,no,no,yes,87.0,Wayne Peacock,www.usaa.com,,-
Northwestern Mutual,97,-7.0,36751.2,977.8,7585.0,Financials,Milwaukee,WI,no,no,no,yes,90.0,John E. Schlifske,www.northwesternmutual.com,,-
Nucor,98,51.0,36483.9,6827.5,28800.0,Materials,Charlotte,NC,no,no,no,yes,149.0,Leon J. Topalian,www.nucor.com,NUE,31183
Exelon,99,-7.0,36347.0,1706.0,31518.0,Energy,Chicago,IL,no,no,no,yes,92.0,Christopher M. Crane,www.exeloncorp.com,EXC,42832
Massachusetts Mutual Life Insurance,100,23.0,35899.5,319.3,10052.0,Financials,Springfield,MA,no,no,no,yes,123.0,Roger W. Crandall,www.massmutual.com,,-
Northrop Grumman,101,-15.0,35667.0,7005.0,88000.0,Aerospace & Defense,Falls Church,VA,no,no,yes,yes,86.0,Kathy J. Warden,www.northropgrumman.com,NOC,71099
3M,102,-6.0,35355.0,5921.0,95000.0,Chemicals,St. Paul,MN,no,no,no,yes,96.0,Michael F. Roman,www.3m.com,MMM,75190
Travelers,103,-5.0,34816.0,3662.0,30492.0,Financials,New York,NY,no,no,no,yes,98.0,Alan D. Schnitzer,www.travelers.com,TRV,37998
Arrow Electronics,104,-2.0,34477.0,1108.2,20700.0,Wholesalers,Centennial,CO,no,no,no,yes,102.0,Sean J. Kerins,www.arrow.com,ARW,7851
Honeywell International,105,-11.0,34392.0,5542.0,99000.0,Industrials,Charlotte,NC,no,no,no,yes,94.0,Darius E. Adamczyk,www.honeywell.com,HON,120646
Dollar General,106,-15.0,34220.4,2399.2,163000.0,Retailing,Goodlettsville,TN,no,no,no,yes,91.0,Jeffery C. Owen,www.dollargeneral.com,DG,55694
Qualcomm,107,17.0,33566.0,9043.0,45000.0,Technology,San Diego,CA,no,no,no,yes,124.0,Cristiano Amon,https://www.qualcomm.com,QCOM,126877
Capital One Financial,108,-9.0,32033.0,12390.0,50767.0,Financials,McLean,VA,no,yes,no,yes,99.0,Richard D. Fairbank,www.capitalone.com,COF,44423
TD Synnex,109,8.0,31614.2,395.1,27000.0,Wholesalers,Fremont,CA,no,no,no,yes,117.0,Richard T. Hume,www.tdsynnex.com,SNX,9174
Philip Morris International,110,-9.0,31405.0,9109.0,69600.0,"Food, Beverages & Tobacco",New York,NY,no,no,no,yes,101.0,Jacek Olczak,www.pmi.com,PM,141727
World Fuel Services,111,36.0,31337.0,73.7,4414.0,Energy,Miami,FL,no,no,no,yes,147.0,Michael J. Kasbar,www.wfscorp.com,INT,1427
Performance Food Group,112,2.0,30398.9,40.7,22885.0,Wholesalers,Richmond,VA,no,no,no,yes,114.0,George L. Holm,www.pfgc.com,PFGC,7818
Delta Air Lines,113,65.0,29899.0,280.0,83000.0,Transportation,Atlanta,GA,no,no,no,yes,178.0,Edward H. Bastian,www.delta.com,DAL,20903
American Airlines Group,114,60.0,29882.0,-1993.0,123400.0,Transportation,Fort Worth,TX,no,no,no,no,174.0,Robert D. Isom,www.aa.com,AAL,9847
Netflix,115,0.0,29697.8,5116.2,11300.0,Media,Los Gatos,CA,no,yes,no,yes,115.0,Ted Sarandos/Reed Hastings,www.netflix.com,NFLX,89579
Paramount Global,116,-7.0,29579.0,4543.0,25115.0,Media,New York,NY,no,no,no,yes,109.0,Robert M. Bakish,www.paramount.com,PARA,16383
US Foods Holding,117,11.0,29487.0,164.0,28000.0,Wholesalers,Rosemont,IL,no,no,no,yes,128.0,Andrew Iacobucci,www.usfoods.com,USFD,7335
Danaher,118,12.0,29453.0,6433.0,79000.0,Health Care,Washington,DC,no,no,no,yes,130.0,Rainer Blair,https://www.danaher.com,DHR,189085
Jabil,119,-15.0,29285.0,696.0,238000.0,Technology,St. Petersburg,FL,no,no,no,yes,104.0,Mark T. Mondello,www.jabil.com,JBL,7554
Starbucks,120,5.0,29060.6,4199.3,383000.0,"Hotels, Restaurants & Leisure",Seattle,WA,no,yes,no,yes,125.0,Howard D. Schultz,www.starbucks.com,SBUX,94677
Mondelez International,121,-13.0,28720.0,4300.0,79000.0,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,108.0,Dirk Van de Put,www.mondelezinternational.com,MDLZ,85001
Eli Lilly,122,-4.0,28318.4,5581.7,35238.0,Health Care,Indianapolis,IN,no,no,no,yes,118.0,David A. Ricks,https://www.lilly.com,LLY,272723.6
Hewlett Packard Enterprise,123,-17.0,27784.0,3427.0,60400.0,Technology,Houston,TX,no,no,no,yes,106.0,Antonio F. Neri,https://www.hpe.com,HPE,21725.3
D.R. Horton,124,24.0,27774.2,4175.8,11788.0,Engineering & Construction,Arlington,TX,no,no,no,yes,148.0,David Auld,https://www.drhorton.com,DHI,24313
Molina Healthcare,125,30.0,27771.0,659.0,14000.0,Health Care,Long Beach,CA,no,no,no,yes,155.0,Joseph M. Zubretsky,https://www.molinahealthcare.com,MOH,19572.9
CBRE Group,126,-4.0,27746.0,1836.6,105000.0,Financials,Dallas,TX,no,no,no,yes,122.0,Robert E. Sulentic,https://www.cbre.com,CBRE,30414.2
Micron Technology,127,8.0,27705.0,5861.0,43000.0,Technology,Boise,ID,no,no,no,yes,135.0,Sanjay Mehrotra,https://www.micron.com,MU,86977.2
Broadcom,128,-7.0,27450.0,6736.0,20000.0,Technology,San Jose,CA,no,no,no,yes,121.0,Hock E. Tan,https://www.broadcom.com,AVGO,257086.5
Gilead Sciences,129,-13.0,27305.0,6225.0,14400.0,Health Care,Foster City,CA,no,no,no,yes,116.0,Daniel P. O&#039;Day,https://www.gilead.com,GILD,74656.5
PBF Energy,130,73.0,27253.4,231.0,3418.0,Energy,Parsippany,NJ,no,no,no,yes,203.0,Thomas J. Nimbley,https://www.pbfenergy.com,PBF,2932.6
Lennar,131,-2.0,27130.7,4430.1,10753.0,Engineering & Construction,Miami,FL,no,no,no,yes,129.0,Jonathan M. Jaffe/Richard Beckwitt,https://www.lennar.com,LEN,23413
United Natural Foods,132,-25.0,26992.0,149.0,28300.0,Wholesalers,Providence,RI,no,no,no,yes,107.0,Sandy Douglas,https://www.unfi.com,UNFI,2409.3
NRG Energy,133,200.0,26989.0,2187.0,6635.0,Energy,Houston,TX,no,no,no,yes,333.0,Mauricio Gutierrez,https://www.nrg.com,NRG,9855
Nvidia,134,50.0,26914.0,9752.0,22473.0,Technology,Santa Clara,CA,no,yes,no,yes,184.0,Jensen Huang,https://www.nvidia.com,NVDA,296011
Occidental Petroleum,135,48.0,26772.0,2322.0,11678.0,Energy,Houston,TX,no,no,yes,yes,183.0,Vicki A. Hollub,https://www.oxy.com,OXY,53160.2
Salesforce,136,1.0,26492.0,1444.0,73541.0,Technology,San Francisco,CA,no,yes,no,yes,137.0,Marc R. Benioff/Bret Taylor,https://www.salesforce.com,CRM,210196.8
Dollar Tree,137,-26.0,26321.2,1327.9,136226.0,Retailing,Chesapeake,VA,no,no,no,yes,111.0,Michael A. Witynski,https://www.dollartree.com,DLTR,36051.4
KKR,138,178.0,26141.3,4666.5,3238.0,Financials,New York,NY,no,no,no,yes,316.0,Joseph Y. Bae/Scott C. Nuttall,https://www.kkr.com,KKR,51542.9
Kraft Heinz,139,-29.0,26042.0,1012.0,36000.0,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,110.0,Miguel Patricio,https://www.kraftheinzcompany.com,KHC,48248.6
Amgen,140,-28.0,25979.0,5893.0,24200.0,Health Care,Thousand Oaks,CA,no,no,no,yes,112.0,Robert A. Bradway,https://www.amgen.com,AMGN,134700.8
AutoNation,141,4.0,25844.0,1373.0,22200.0,Retailing,Fort Lauderdale,FL,no,no,no,yes,145.0,Michael M. Manley,https://www.autonation.com,AN,6111.4
Penske Automotive Group,142,1.0,25554.7,1187.8,24797.0,Retailing,Bloomfield Hills,MI,no,no,no,yes,143.0,Roger S. Penske,https://www.penskeautomotive.com,PAG,7196.7
PayPal,143,-9.0,25371.0,4169.0,30900.0,Business Services,San Jose,CA,no,no,no,yes,134.0,Daniel Schulman,https://www.paypal.com,PYPL,99538
Macy's,144,20.0,25292.0,1430.0,88857.0,Retailing,New York,NY,no,no,no,yes,164.0,Jeffrey Gennette,https://www.macysinc.com,M,7123.2
Duke Energy,145,-19.0,24677.0,3908.0,27605.0,Energy,Charlotte,NC,no,no,yes,yes,126.0,Lynn J. Good,https://www.duke-energy.com,DUK,85967
United Airlines Holdings,146,54.0,24634.0,-1964.0,84100.0,Transportation,Chicago,IL,no,no,no,no,200.0,J. Scott Kirby,https://www.united.com,UAL,15049.7
Visa,147,-14.0,24105.0,12311.0,21500.0,Business Services,San Francisco,CA,no,no,no,yes,133.0,Alfred F. Kelly Jr.,https://www.visa.com,V,480022.5
Rite Aid,148,-16.0,24043.4,-90.9,50000.0,Food & Drug Stores,Camp Hill,PA,no,no,yes,no,132.0,Heyward Donigan,https://www.riteaid.com,RAD,488.1
Cummins,149,1.0,24021.0,2131.0,59900.0,Industrials,Columbus,IN,no,no,yes,yes,150.0,Jennifer Rumsey,https://www.cummins.com,CMI,29140.9
U.S. Bancorp,150,-37.0,23714.0,7963.0,68796.0,Financials,Minneapolis,MN,no,no,no,yes,113.0,Andrew J. Cecere,https://www.usbank.com,USB,78929.8
Paccar,151,8.0,23522.3,1852.1,28500.0,Motor Vehicles & Parts,Bellevue,WA,no,no,no,yes,159.0,R. Preston Feight,https://www.paccar.com,PCAR,29101
McDonald's,152,5.0,23222.9,7545.2,200000.0,"Hotels, Restaurants & Leisure",Chicago,IL,no,no,no,yes,157.0,Christopher J. Kempczinski,https://www.investor.mcdonalds.com,MCD,183873.6
Southern,153,-7.0,23113.0,2393.0,27164.0,Energy,Atlanta,GA,no,no,no,yes,146.0,Thomas A. Fanning,https://www.southerncompany.com,SO,76877
C.H. Robinson Worldwide,154,37.0,23102.1,844.2,16877.0,Transportation,Eden Prairie,MN,no,no,no,yes,191.0,Robert C. Biesterfeld Jr.,https://www.chrobinson.com,CHRW,13855.8
Truist Financial,155,-36.0,23064.0,6440.0,51462.0,Financials,Charlotte,NC,no,no,no,yes,119.0,William H. Rogers Jr.,https://www.truist.com,TFC,75353.9
Applied Materials,156,20.0,23063.0,5888.0,27000.0,Technology,Santa Clara,CA,no,no,no,yes,176.0,Gary E. Dickerson,https://www.appliedmaterials.com,AMAT,116431.4
Freeport-McMoRan,157,58.0,22845.0,4306.0,24700.0,Energy,Phoenix,AZ,no,no,no,yes,215.0,Richard C. Adkerson,https://www.fcx.com,FCX,72360.8
Lithia Motors,158,73.0,22831.7,1060.0,21150.0,Retailing,Medford,OR,no,no,no,yes,231.0,Bryan DeBoer,https://www.lithiainvestorrelations.com,LAD,5678
Blackstone,159,295.0,22577.1,5857.4,3795.0,Financials,New York,NY,no,yes,no,yes,454.0,Stephen A. Schwarzman,https://www.blackstone.com,BX,88907.2
Hartford Financial Services Group,160,-18.0,22390.0,2365.0,18100.0,Financials,Hartford,CT,no,no,no,yes,142.0,Christopher J. Swift,https://www.thehartford.com,HIG,23815.6
Aflac,161,-30.0,22106.0,4325.0,12447.0,Financials,Columbus,GA,no,no,no,yes,131.0,Daniel P. Amos,https://www.aflac.com,AFL,41812.8
Whirlpool,162,-8.0,21985.0,1783.0,69000.0,Industrials,Benton Harbor,MI,no,no,no,yes,154.0,Marc R. Bitzer,https://www.whirlpoolcorp.com,WHR,10101.2
Union Pacific,163,-10.0,21804.0,6523.0,32124.0,Transportation,Omaha,NE,no,no,no,yes,153.0,Lance M. Fritz,https://www.up.com,UNP,171681.6
International Paper,164,-23.0,21780.0,1752.0,38200.0,Materials,Memphis,TN,no,no,no,yes,141.0,Mark S. Sutton,https://www.internationalpaper.com,IP,17301.1
Altria Group,165,-27.0,21111.0,2475.0,6000.0,"Food, Beverages & Tobacco",Richmond,VA,no,no,no,yes,138.0,William F. Gifford Jr.,https://www.altria.com,MO,94951.7
CDW,166,-5.0,20820.8,988.6,13900.0,Technology,Lincolnshire,IL,no,no,yes,yes,161.0,Christine A. Leahy,https://www.cdw.com,CDW,24140.2
ManpowerGroup,167,-2.0,20724.4,382.4,30000.0,Business Services,Milwaukee,WI,no,no,no,yes,165.0,Jonas Prising,https://www.manpowergroup.com,MAN,5025.6
